person,allNames,institution,ULAN_ID,VIAF_ID,WIKIDATA_ID,GND_ID,group_type
,"Hans Kurz | Kurtz, Hans | Kurz, Hans (1550)",midas,,,Q1400955,,WIKIDATA
,"Waetzoldt, ? | Waetzoldt, Stephan",midas,,,Q1403171,,WIKIDATA
,"Klipstein, Felix",midas,,,Q1403578,,WIKIDATA
,"Bohn, Hans | Hans Bohn",midas,,,Q1403710,,WIKIDATA
,"Felizian Hegenauer | Hagenauer, Johann | Hegenauer, Felizian | Hegenauer, Johann Felician | Hegenauer, Johannes Felizitan",midas,,,Q1403980,,WIKIDATA
,"Dehm, Ferdinand",midas,,,Q1405189,,WIKIDATA
,"Fellner, Ferdinand (1872) | Fellner, Ferdinand (3) | Fellner, Ferry | Ferdinand Fellner",midas,,,Q1405267,,WIKIDATA
,"Ferdinand Kruis | Kruis, Ferdinand",midas,,,Q1405522,,WIKIDATA
,"Ferdinand Langenberg | Langenberg, Ferdinand",midas,,,Q1405545,,WIKIDATA
,"Ferdinand Ludwig August Merckel | Merckel, Ferdinand Ludwig August",midas,,,Q1405574,,WIKIDATA
,"Ferdinand Nebel | Nebel, Ferdinand",midas,,,Q1405639,,WIKIDATA
,"Brune, Ferdinand Wilhelm | Brune, Friedrich | Ferdinand Wilhelm Brune",midas,,,Q1405890,,WIKIDATA
,"Habel, Otto | Otto Habel",midas,,,Q1406737,,WIKIDATA
,"Franz Rousseau | Johann Franz Rousseau | Roussaux, Franz | Roussaux, Joh. Franz | Rousseau, Franz | Rousseau, Joh. Franz",midas,,,Q14078857,,WIKIDATA
,"Mare, Marten de | Marten de Mare | More, Martius de",midas,,,Q1407886,,WIKIDATA
,"Heinemann, Johann Andreas | Johann Andreas Heinemann",midas,,,Q1408120,,WIKIDATA
,Musée du Luxembourg,frick,,,Q1411180,,WIKIDATA
,"Binz, Fidel | Fidel Binz",midas,,,Q1411198,,WIKIDATA
,"Hönel, Michael | Michael Hönel",midas,,,Q1411231,,WIKIDATA
,"Fidelis Schönlaub | Schönlaub, Fidelis | Schönlaub, Fidelius | Schönlaub, Johann Fidelis | Schönlaub, Johann Fidelius",midas,,,Q1411280,,WIKIDATA
,"Domenico De Rossi | Domenico de Rossi | Domenico de' Rossi | Rossi, Domenico de (1659)",midas,,,Q1411610,,WIKIDATA
,"Kiehl, Reinhold | Reinhold Kiehl",midas,,,Q1412047,,WIKIDATA
,"Freund, Fritz | Fritz Freund",midas,,,Q1412731,,WIKIDATA
,"Habicht, Julius | Julius Habicht",midas,,,Q1413586,,WIKIDATA
,"Filippo Quattrocchi | Quattrocchi, Filippo",midas,,,Q1413965,,WIKIDATA
,"Hermann Poll | Poll, Hermann",midas,,,Q1416373,,WIKIDATA
,The Fine Art Society,pmc,,,Q1416883,,WIKIDATA
,"Achenbach Foundation for Graphic Arts | Achenbach Foundation for Graphic Arts, California Palace of the Legion of Honor | Achenbach Foundation for Graphic Arts, California Palace of the Legion of Honor, San Francisco | Achenbach Foundation for Graphic Arts, San Francisco | California Palace of Legion of Honor | California Palace of the Legion Of Honor, San Francisco | California Palace of the Legion of Honon, San Francisco photograph | California Palace of the Legion of Honor | California Palace of the Legion of Honor photograph | California Palace of the Legion of Honor, San Francisco | California Palace of the Legion of Honor, San Francisco photograph | California Palace of the Legion of Honor, San Francisco, California | California Palace of the Legion of Honor, San Francisco, photograph | California Palace of the Legion of Honor, San francisco | California Palace of the Legion of honor | California Palace of the Legion of the Honor | Califronia Palace of Legion of Honor, San Francisco photograph | Fine Arts Museum of San Francisco | Fine Arts Museums of San Francisco, San Francisco | Fine Arts Museums of San Francisco, San Francisco photograph | Fine Arts Museums of San Francisco, San Francisco, photograph | Palace of the Legion of Honor, San Francisco | The Fine Arts Museums of San Francisco | The Fine Arts Museums of San Francisco, San Francisco",frick | zeri,,,Q1416890,,WIKIDATA
,"Jäger, Wilhelm | Wilhelm Jäger",midas,,,Q1418031,,WIKIDATA
,"Fritz Zolnhofer | Zolnhofer, Fritz",midas,,,Q1418158,,WIKIDATA
,"Camply, Johann Melchior | Johann Melchior Kambli | Kambli, Johann Melchior | Kambli, Melchior | Kambly, Johann Melchior",midas,,,Q1418504,,WIKIDATA
,"Boese, Johannes | Böse, Johannes | Johannes Boese",midas,,,Q1418919,,WIKIDATA
,"Narodni Galerie V Praze (National Gallery, Prague) | National Gallery, Prague | Národni Galerie (National Gallery), Prague | Národni Galerie, Prague | Národni Galerie, Prague photograph | Národni Gallerie, Prague | Národní galerie v Praze",frick | zeri,,,Q1419555,,WIKIDATA
,"Margret Middell | Middell, Margret",midas,,,Q1420531,,WIKIDATA
,"E. de Ménorval | Eugène de Ménorval | Ménorval, E. de",frick,,,Q14208422,,WIKIDATA
,"Fitzwilliam Museum | Fitzwilliam Museum (Marlay) | Fitzwilliam Museum photograph | Fitzwilliam Museum, Cambrdige photograph | Fitzwilliam Museum, Cambridge | Fitzwilliam Museum, Cambridge photograph | Marlay | The Fitzwilliam Museum",frick | pmc | zeri,,,Q1421440,,WIKIDATA
,"Hossauer, George | Hossauer, Johann Georg | Johann George Hossauer",midas,,,Q1422817,,WIKIDATA
,"K. Mohrmann | Karl Mohrmann | Mohrmann, Karl",midas,,,Q1424627,,WIKIDATA
,"Klapheck, Richard | Richard Klapheck",midas,,,Q1425719,,WIKIDATA
,"Moritz Schulz | Schulz, Moritz | Schulz, Moriz",midas,,,Q1427334,,WIKIDATA
,"Dauphin, Johann Eberhard (1728) | Johann Eberhard Dauphin",midas,,,Q1430396,,WIKIDATA
,Meister des Pfullendorfer Altars,midas,,,Q1435555,,WIKIDATA
,"Fondazione Cini, Venice | Fondazione Giorgio Cini | Fondazione Giorgio Cini Istituto di Storia dell'Arte | Fondazione Giorgio Cini Istituto di Storia dell'Arte, Venice | Fondazione Giorgio Cini, Istituto di Storia dell'Arte, Venice | Fondazione Giorgio Cini, Venice | Fondazione Giorgio Cini, Venice photograph | Istituto di Storia dell'Arte, Fondazione Giorgio Cini, Venice",frick | zeri,,,Q1435690,,WIKIDATA
,"Heinz Lilienthal | Lilienthal, Heinz",midas,,,Q1437381,,WIKIDATA
,"Ens, Karl | Karl Ens",midas,,,Q1437901,,WIKIDATA
,Fotoarchiv des Landesmedienzentrums Baden-Württemberg,zeri,,,Q1439594,,WIKIDATA
,"Max Salzmann | Salzmann, Max",midas,,,Q1439762,,WIKIDATA
,"Ferrigno, Francesco | Francesco Ferrigno",midas,,,Q1441025,,WIKIDATA
,Mannheimer-Maler,midas,,,Q1441042,,WIKIDATA
,"Seifert, Victor Heinrich | Seifert, Viktor Heinrich | Victor Heinrich Seifert",midas,,,Q1441046,,WIKIDATA
,"Francesco Mitta | Mitta, Francesco",midas,,,Q1441145,,WIKIDATA
,"Franz Volckland | Volckland, Franciscus | Volckland, Franciskus | Volckland, Franz | Volckland, Franziskus | Volcklandt, Franz | Volkland, Franciscus | Volkland, Franciskus | Volkland, Franziskus | Volleckland, Franz",midas,,,Q1442331,,WIKIDATA
,"Busoni, Rafaello | Busoni, Raffaello | Rafaello Busoni",midas,,,Q1443363,,WIKIDATA
,"Senoner, Wilhelm | Wilhelm Senoner",midas,,,Q1443385,,WIKIDATA
,"Gerlach, Martin",midas | zeri,,,Q1445526,,WIKIDATA
,"Ahrens, Franz | Franz Ahrens",midas,,,Q1445983,,WIKIDATA
,"Beer, Franz Anton | Franz Anton Beer",midas,,,Q1446047,,WIKIDATA
,"Franz Carl Hiemer | Franz Karl Hiemer | Friedrich Carl Hiemer | Hiemer, Franz Karl",midas,,,Q1446439,,WIKIDATA
,"Erler, Franz (1829) | Erler, Franz Christoph | Franz Christoph Erler",midas,,,Q1446474,,WIKIDATA
,"Franz Christoph Nagel | Nagel, Franz Christoph",midas,,,Q1446478,,WIKIDATA
,"Franz Conrad Linck | Konrad Linck | Linck, Franz Conrad | Linck, Konrad",midas,,,Q1446493,,WIKIDATA
,"Frank, Franz (1897) | Franz Frank",midas,,,Q1446809,,WIKIDATA
,"Franz Gastell | Gastell, Franz",midas,,,Q1446885,,WIKIDATA
,"Franz Gaál | Gaal, Francesco | Gaál | Gaál, Ferenc",midas,,,Q1446895,,WIKIDATA
,"Franz Gessner | Gessner, Franz",midas,,,Q1446926,,WIKIDATA
,"Franz Guntermann | Guntermann, Franz",midas,,,Q1447023,,WIKIDATA
,"Franz Hagenauer | Hagenauer, Franz",midas,,,Q1447054,,WIKIDATA
,"Franz Heger | Heger, Franz (1792)",midas,,,Q1447142,,WIKIDATA
,"Bödeker, F.H. | Bödeker, F.H., Hildesheim",midas,,,Q1447155,,WIKIDATA
,"Franz Hiernle | Hiernle, Franz",midas,,,Q1447233,,WIKIDATA
,"Denzinger, Franz Joseph von | Franz Joseph von Denzinger",midas,,,Q1447484,,WIKIDATA
,"Bergmiller, Franz Joseph | Bergmüller, Franz Joseph | Franz Josef Bergmiller",midas,,,Q1447550,,WIKIDATA
,"Franz Joseph Lederer | Lederer, Franz Joseph",midas,,,Q1447580,,WIKIDATA
,"Franz Joseph Salzmann | Salzmann, Franz Joseph",midas,,,Q1447590,,WIKIDATA
,"Franz Klemmer | Klemmer, Franz",midas,,,Q1447813,,WIKIDATA
,"Franz Ludwig Aug... Krüger | Krüger, Franz Ludwig August",midas,,,Q1447938,,WIKIDATA
,"Franz Lichtblau | Lichtblau, Franz",midas,,,Q1448045,,WIKIDATA
,"Franz Mutzenbecher | Mutzenbecher, Franz",midas,,,Q1448339,,WIKIDATA
,"Franz Mündelein | Mündelein, Franz",midas,,,Q1448366,,WIKIDATA
,"Franz Nagel | Nagel, Franz (1907)",midas,,,Q1448372,,WIKIDATA
,"Franz Pauli | Pauli, Franz",midas,,,Q1448481,,WIKIDATA
,"Franz Sales Glänz | Glaenz, Franz Sales | Glänz, Franz | Glänz, Franz Sales",midas,,,Q1448830,,WIKIDATA
,"Franz Schmitz | Schmidt, J. | Schmitz, Franz",midas,,,Q1448934,,WIKIDATA
,"Franz Seeck | Seeck, Franz",midas,,,Q1449037,,WIKIDATA
,"Franz Singer | Singer, Franz (1758)",midas,,,Q1449086,,WIKIDATA
,"Franz Statz | Statz, Franz",midas,,,Q1449147,,WIKIDATA
,"Franz Tavella | Tavella, Franz | Tavella, T.",midas,,,Q1449246,,WIKIDATA
,"Franz Weiss | Weiss, Franz (1921)",midas,,,Q1449413,,WIKIDATA
,"Franz Wilhelm Harsewinkel | Haersewinkel, Friedrich Wilhelm",midas,,,Q1449464,,WIKIDATA
,"Forchner, Franz Xaver | Franz Xaver Forchner",midas,,,Q1449598,,WIKIDATA
,"Chrishman, Franz Xaver | Chrishmann, Franz Xaver | Chrismann, Franz | Chrismann, Franz Xaver | Chrismanni, Francisek Ksaver | Christmann, Franz Xaver | Crisman, Francisek Ksaver | Crisman, Franz Xaver | Franc Ksaver Križman | Franz Xaver Chrismann | Griesmann, Franz Xaver | Krismann, Francisek Ksaver | Krismann, Franz Xaver | Krizmann, Francisek Ksaver",midas,,,Q1449666,,WIKIDATA
,"Franz Zell | Zell, Franz",midas,,,Q1449812,,WIKIDATA
,"Hoven, Franz von",midas,,,Q1449917,,WIKIDATA
,"Heinrich Müller | Müller, Heinrich (1819)",midas,,,Q1449981,,WIKIDATA
,"Cracow Museum | Musée Czartorhski, Cracow | Musée Czartoryaki | Musée Czartoryaki photograph | Musée Czartoryksi | Musée Czartorysi | Musée Czartoryski | Musée Czartoryski, Cracow | Musée Czartoryski, Cracow photograph | Musée Czartoryski, Krakow | Muzeum | Muzeum (I Bibljoteka) Czartoryskich | Muzeum Czartoryskich | Muzeum Ksi̧az̧at Czartoryskich | Muzeum Ksi̧az̧at Czartoryskich, Cracow phototgraph",frick,,,Q1450630,,WIKIDATA
,"Kraus, Sally | Kügelgen, Sally von | Sally von Kügelgen | Sally von Kügelgen",midas,,,Q1451083,,WIKIDATA
,"F. Gutekunst | Frederick Gutekunst, Philadelphia",frick,,,Q1452890,,WIKIDATA
,"Trint, Ursula",midas,,,Q1453697,,WIKIDATA
,"Dieffenbrunner, Georg | Dieffenbrunner, Joh. Georg | Dieffenbrunner, Johann Georg | Johann Georg Dieffenbrunner",midas,,,Q1453810,,WIKIDATA
,"Heaphy, Thomas | Thomas Heaphy",frick,,,Q14538310,,WIKIDATA
,"Eberhard, Johann Richard | Johann Richard Eberhard",midas,,,Q14544272,,WIKIDATA
,"Benedetti, Cristoforo (3) | Benedetti, Cristoforo (der Jüngere) | Cristoforo Benedetti",midas,,,Q14548328,,WIKIDATA
,"Ernst Sommerschuh | Sommerschuh, Ernst",midas,,,Q14548376,,WIKIDATA
,"Karl Siebrecht | Siebrecht, Karl",midas,,,Q14550973,,WIKIDATA
,"Karl Leibbrand | Karl von Leibbrand | Leibbrand, Karl von",midas,,,Q1455456,,WIKIDATA
,"Bosch, Fridolin",midas,,,Q1456210,,WIKIDATA
,"Dietsche, Fridolin | Fridolin Dietsche",midas,,,Q1456212,,WIKIDATA
,"Friederike Julie Lisiewska | Lisiewski, Friederike Julie von",midas,,,Q1457058,,WIKIDATA
,"Arnold, Friedrich Johann Andreas | Friedrich Johann Andreas Arnold",midas,,,Q1457898,,WIKIDATA
,"Hansjörg, Meister | Johann Georg Judas | Judas, Johann Georg",midas,,,Q1458026,,WIKIDATA
,"Adolf Wamper | Wamper, Adolf",midas,,,Q145819,,WIKIDATA
,"Becherer, Christian Friedrich | Becherer, Friedrich | Friedrich Becherer",midas,,,Q1458358,,WIKIDATA
,"Friedrich Carl Heimann | Heimann, Friedrich | Heimann, Friedrich Carl",midas,,,Q1458644,,WIKIDATA
,"Friedrich Mayer | Mayer, Friedrich Carl",midas,,,Q1458655,,WIKIDATA
,"Cauer, Friedrich | Cauer, Fritz | Friedrich Cauer",midas,,,Q1458683,,WIKIDATA
,"Chamberlain | Lord Chamberlain's Office | Lord Chamberlain's Office, St. Jame's Palace, London | Lord Chamberlain's Office, St. Jame's, London | Lord Chamberlain's Office, St. James Palace, London | Lord Chamberlain's Office, St. James's Palace | Lord Chamberlain's Office, St. James's Palace, London | Lord Chamberlain, London | Royal Collection | Royal Collection photograph | Royal Collection, London | Royal Collection, Windsor | Royal Collection, Windsor Castle | Royal Collections | Royal Library | Royal Library, Windsor Castle | Royal Library, Windsor Castle, Windsor | St. .James Palace, London | St. Jame's Palace | St. Jame's Palace, London | St. James Palace | St. James Palace London | St. James Palace, London | St. James Palace, London photograph | St. James Palace, Lord Chamberlain's office, London | St. James' Palace | St. James's Palace | St. James's Palace, London | St. James's Palace,London | Superindent's Office | Superintendent's Office, Windsor | Superintendent's Office, Windsor Castle | Superintendent's Office, Windsorf Castle | Superintendent's office, Windsor Castle | The Lord Chamberlain | The Lord Chamberlain, St. James Palace, London",frick | pmc | zeri,,,Q1459037,,WIKIDATA
,"Friedrich Graber | Friedrich Graeber | Friedrich Gräber | Graeber, Friedrich | Graeber, Friedrich Wilhelm | Gräber, Friedrich",midas,,,Q1459330,,WIKIDATA
,"Friedrich Gunkel | Gunkel, Friedrich",midas,,,Q1459397,,WIKIDATA
,"Adolf Neumann | Neumann, Adolf (1825) | Neumann, Friedr. Gustav Adolf",midas,,,Q1459402,,WIKIDATA
,"Friedrich Hahn | Hahn, Friedrich",frick,,,Q1459479,,WIKIDATA
,"Friedrich Hetzelt | Hetzelt, Friedrich",midas,,,Q1459700,,WIKIDATA
,"North Carolian Museum of Art, Raleigh photograph | North Carolina Museum of Art | North Carolina Museum of Art photograph | North Carolina Museum of Art, Raleigh | North Carolina Museum of Art, Raleigh photograph | North Carolina Museum of Art, Raleigh, N.C | North Carolina Museum of Art, Raleigh, North Carolina | North Carolina Museum of Art, Raleigh, photograph | North Carolina Museum of Art. Raleigh | The North Carolina Museum of Art, Raleigh | The North Carolina Museum of Art, Raleigh, North Carolina",frick | pmc | zeri,,,Q1459878,,WIKIDATA
,"Julius Tempeltey | Tempeltei, Julius Friedrich | Tempeltey, Julius | Tempeltey, Julius Friedrich",midas,,,Q1460123,,WIKIDATA
,"Hennicke, Gyula | Hennicke, Julius | Hennicke, Julius Wilhelm | Julius Hennicke",midas,,,Q1460215,,WIKIDATA
,"Friedrich Koerte | Körte, Friedrich",midas,,,Q1460629,,WIKIDATA
,Royal Society of Arts,pmc,,,Q1460885,,WIKIDATA
,"Friedrich Mettegang | Mettegang, Friedrich | Mettegang, Hyppolyt Karl Dietrich Friedrich",midas,,,Q1461129,,WIKIDATA
,"Friedrich Moritz Stamm | Stamm, Friedrich Moritz",midas,,,Q1461186,,WIKIDATA
,"Friedrich Joh Pfannschmidt | Pfannschmidt, Friedrich Johannes",midas,,,Q1461498,,WIKIDATA
,"Friedrich Schachner | Schachner, Friedrich",midas,,,Q1461871,,WIKIDATA
,"Friedrich Schierholz | Schierholz, Friedrich",midas,,,Q1461928,,WIKIDATA
,"Friedrich Seltendorff | Seltendorff, Friedrich",midas,,,Q1462213,,WIKIDATA
,"Friedrich Sigismund Stern | Stern, Friedrich Siegmund | Stern, Friedrich Sigismund",midas,,,Q1462254,,WIKIDATA
,"Friedrich Theiler | Theiler, Friedrich",midas,,,Q1462486,,WIKIDATA
,"Bogler, Friedrich Wilhelm | Friedrich Wilhelm Bogler",midas,,,Q1462896,,WIKIDATA
,"Buttel, Friedrich Wilhelm | Friedrich Wilhelm Buttel",midas,,,Q1462904,,WIKIDATA
,"Dunckelberg, Friedrich Wilhelm | Dunkelberg, Friedrich Wilhelm | Friedrich Wilhelm Dunckelberg",midas,,,Q1462935,,WIKIDATA
,"Amman, Hans | Amman, Johann (1657) | Ammann, Hans (1657) | Ammann, Johann (1657) | Ammon, Hans | Ammon, Johann (1657) | Johann Ammon",midas,,,Q14629871,,WIKIDATA
,"Friedrich Wilhelm Hoeder | Haider, Friedrich Wilhelm | Heder, Friedrich Wilhelm | Heider, Friedrich Wilhelm | Hoeder, Friedrich Wilhelm | Höder, Friedrich Wilhelm",midas,,,Q1463017,,WIKIDATA
,"Kohl, Friedrich Wilhelm | Wilhelm Kohl",midas,,,Q1463073,,WIKIDATA
,"Friedrich Wilhelm Ludwin Mäckler | Maeckler, Friedrich Wilhelm | Mäckler, Friedrich Wilhelm | Mäckler, Friedrich Wilhelm Ludwin",midas,,,Q1463100,,WIKIDATA
,"Rainer, Virgil | Virgil Rainer",midas,,,Q1463915,,WIKIDATA
,"MeIbourne Gallery | Natioanl Gallery of Victoria, Melbourne | National Art Gallery of Victoria, Melbourne | National Art Gallery of Victoria, Melbourne photograph | National Gallery of Victoria | National Gallery of Victoria, Melbourne | National Gallery of Victoria, Melbourne photograph | National Gallery of Victoria, Melbourne, Australia | National Gallery of Victoris, Melbourne | National Gallery of victoria, Melbourne | National Gallery, Victoria, Melbourne | Nationl Gallery of Victoria, Melbourne",frick | pmc | zeri,,,Q1464509,,WIKIDATA
,"Hektor Mülich | Mülich, Hector",midas,,,Q1464654,,WIKIDATA
,"Hunterian Collection, University of Glasgow | Hunterian Museum (University of Glasgow), Glasgow, Scotland | Hunterian Museum and Art Gallery",frick | pmc,,,Q1465387,,WIKIDATA
,"Becker, Friedrich (1882) | Becker, Fritz | Fritz Becker",midas,,,Q1465644,,WIKIDATA
,"Alf Bayrle | Bayerle, Alf | Bayrle, Alf | Singer-Bayrle, Alf",midas,,,Q14657883,,WIKIDATA
,"Clark Art Institute | Clark Art Institute, Williamstown | Clark Art Institute, Williamstown photograph | Sterling and Francine Clark Art Institute | Sterling and Francine Clark Art Institute Williamstown | Sterling and Francine Clark Art Institute, Williamstown | Sterling and Francine Clark Art Institute, Williamstown photograph | Sterling and Francine Clark Art Institute, Williamstown, photograph",frick | pmc | zeri,,,Q1465805,,WIKIDATA
,"Burger, Fritz",midas,,,Q1465873,,WIKIDATA
,Villanova Photo Dept,frick,,,Q1466001,,WIKIDATA
,"Fritz Fuchsenberger | Fuchsenberger, Fritz",midas,,,Q1466290,,WIKIDATA
,"F.G. Winter | Friedrich G. Winter | Friedrich Gottlieb Maximilian Winter | Winter, Friedrich Gottlieb | Winter, Fritz G. | Winter, Fritz Gottlieb",midas,,,Q1466313,,WIKIDATA
,"Fritz Geiges | Geiges, Alois Sigmund Friedrich | Geiges, Fritz",midas,,,Q1466335,,WIKIDATA
,"Fritz Heidenreich | Heidenreich, Fritz",midas,,,Q1466615,,WIKIDATA
,"Fritz Klingholz | Klingholz, Fritz",midas,,,Q1467017,,WIKIDATA
,"Fritz Lang | Lang, Fritz (1877)",midas,,,Q1467254,,WIKIDATA
,"Szilárd, Zielinski | Zielinski, Szilárd | Zielinski, Szilárd",midas,,,Q1467357,,WIKIDATA
,"Masko, Fritz | Maskos, Fritz",midas,,,Q1467460,,WIKIDATA
,"Friedrich Schopohl | Schopohl, Friedrich | Schopohl, Fritz",midas,,,Q1468270,,WIKIDATA
,"Fritz Schulze | Schulze, Fritz",midas,,,Q1468335,,WIKIDATA
,"Fritz Schwerdt | Schwerdt, Fritz",midas,,,Q1468369,,WIKIDATA
,"Fritz Vehring | Vehring, Fritz",midas,,,Q1468731,,WIKIDATA
,"Julius Zeißig | Zeißig, Ernst Julius | Zeißig, Julius",midas,,,Q1469367,,WIKIDATA
,"Heinrich Jassoy | Jassoy, Heinrich",midas,,,Q1469474,,WIKIDATA
,"De Young Museum | De Young Museum, San Francisco | Kress Collection, M.H. de Young Memorial Museum, San Francisco | M. H. de Young Memorial Museum, San Francisco | M. H. de Young Museum, San Francisco | M.H | M.H. De Young Memorial Museum | M.H. De Young Memorial Museum photograph | M.H. De Young Memorial Museum, San Francisco | M.H. De Young Memorial Museum, San Francisco photograph | M.H. De Young Museum, San Francisco | M.H. de Young Memorial Museum | M.H. de Young Memorial Museum photograph | M.H. de Young Memorial Museum, San Francisco | M.H. de Young Memorial Museum, San Francisco photograph | M.H. de Young Memorial Museum, San Francisco, California | M.H. de Young Memorial Museum, San Francisco, photograph | M.H. de Young Memorial Museum, San Franciso photograph | M.H. de Young Memorial Museum, San Francsico photograph | M.H. de Young Memorial Museum, San Francsico, photograph | M.H. de Young Museum | M.H. de Young Museum, San Francisco | M.H. de-Young Memorial Museum | M.H.de Young Museum, San Francisco | Museum of Art, San Francisco | San Francisco Museum of Art, San Francisco | San Francisco Museum of Art, San Francisco photograph | de Young Museum",frick,,,Q1470276,,WIKIDATA
,"Otto Rehnig | Rehnig, Otto",midas,,,Q1470816,,WIKIDATA
,"Gilcrease Institute of American History and Art, Tulsa photograph | Thomas Gilcrease Institute of American History and Art, Tulsa, Oklahoma | Thomas Gilcrease Institute, Tulsa photograph",frick,,,Q14708424,,WIKIDATA
,"Archivio Fotografico del Museo Correr, Venice | Archivio Museo Correr, Venice",frick,,,Q1470912,,WIKIDATA
,"Witte Memoral Museum, San Antonio photograph | Witte Memorial Museum photograph | Witte Memorial Museum, San Antonio photograph | Witte Memorial Museum, San Antonio, photograph | Witte Museum, San Antonio photograph",frick,,,Q14711412,,WIKIDATA
,"Gottlob August Hölzer | Hölzer, Gottlob August",midas,,,Q1471461,,WIKIDATA
,"Antwerp Gallery | Antwerp Gallery photograph | Antwerp Museum | Antwerp Museum, Antwerp photograph | Antwerp Musée Royal des Beaux-Arts | Koninklijk Museum photograph | Koninklijk Museum voor Schone Kunsten | Koninklijk Museum voor Schone Kunsten, Antwerp | Koninklijk Museum voor Schone Kunsten, Antwerp photograph | Musèe Royal des Beaux-Arts, Antwerp | Musée Royal de Beaux-Arts, Antwerp | Musée Royal des Beaux-Arts, Antwerp | Musée Royal des Beaux-Arts, antwerp | Musée Royal des beaux-Arts, Antwerp | Musée Royal, Antwerp | Musée des Beaux-Arts, Antwerp",frick | zeri,,,Q1471477,,WIKIDATA
,"Laboratory photograph | Laboratory, Lyman Allyn Museum, New London, Conn | Lyman Allyn Art Museum, New London | Lyman Allyn Museum photograph | Lyman Allyn Museum, New London photograph | The Lyman Allyn Museum",frick | zeri,,,Q14714982,,WIKIDATA
,Mount Holyoke College Art Museum,zeri,,,Q14715727,,WIKIDATA
,"Joukowsky, Paul von | Paul von Joukovski | Pavel Vassiliévitch von Joukovski | Shukowskij, Paul",midas,,,Q1472157,,WIKIDATA
,"Jürgen Röttger | Ridiger, Georg | Ridiger, Jürgen | Rodecker, Georg | Rodecker, Jürgen | Rotker, Georg | Rotker, Jürgen | Röttger, Georg | Röttger, Jürgen (der Ältere) | Röttiger, Georg | Röttiger, Jürgen",midas,,,Q1473352,,WIKIDATA
,"Heumann, Johann Paul | Johann Paul Heumann",midas,,,Q1473798,,WIKIDATA
,"Creutzfelder, Joachim Georg | Creutzfeldter, Joachim Georg | Joachim Georg Creuzfelder | Kreutzfelder, Joachim Georg | Kreuzfelder, Joachim Georg",midas,,,Q1474034,,WIKIDATA
,"Greater London Council | Greater London Council, Photographic unit | Photographic Unit.., Greater London Council | Unit Department of Architecture and Civic Design",frick | pmc,,,Q1476542,,WIKIDATA
,"Corfei, Lambertus von | Corfey, Lambert F. von | Corfey, Lambert Friedrich | Corfey, Lambert Friedrich von | Lambert Friedrich Corfey | Lambert Friedrich von Corfey | Lambert Friedrich von Corfey",midas,,,Q1477602,,WIKIDATA
,"Caspar Herwartel | Herwarthel, Johann Kaspar | Herwarthel, Kaspar | Kaspar Herwarthel",midas,,,Q1478264,,WIKIDATA
,"Tiedje, Wilhelm | Wilhelm Tiedje",midas,,,Q1478364,,WIKIDATA
,"Morgan Library | Morgan Library, New York | Morgan Library, New York photograph | Morgan Library, New York, photograph | Morgan Photographs | Morgan photographs, New York | Morgan, New York | Morgan, New York City | Pierpont Morgan Library | Pierpont Morgan Library photograph | Pierpont Morgan Library, New York | Pierpont Morgan Library, New York, photograph | The Pierpont Morgan Library, New York | The Pierpont Morgan Libruary, New York | ffMorgan Library, New York photograph",frick | pmc,,,Q1478423,,WIKIDATA
,"Johann Caspar von Völcker | Völcker, Kaspar | Völckern, Kaspar",midas,,,Q1478926,,WIKIDATA
,"Edl, Johann Benedikt | Etl, Johann Benedikt | Ettl, Benedikt | Ettl, Johann Benedikt | Johann Benedikt Ettl | Oettl, Benedikt | Oettl, Johann Benedikt",midas,,,Q1481332,,WIKIDATA
,"Meller, Willy | Willy Meller",midas,,,Q1483195,,WIKIDATA
,"Kurz, Michael | Michael Kurz",midas,,,Q1483404,,WIKIDATA
,"Joseph Anton Pfaffinger | Pfaffinger, Joseph Anton",midas,,,Q1484210,,WIKIDATA
,"Beseler, Hartwig | Hartwig Beseler",midas,,,Q1484425,,WIKIDATA
,"Gage, Nicolas | Gage, Nikolaus | Nicolaus Gage | Pagass, Nicolas",midas,,,Q1486462,,WIKIDATA
,"Albert Diedrich Dunkel | Dunkel, Albert | Dunkel, Albert Diedrich",midas,,,Q1487059,,WIKIDATA
,"Bildarchiv, Rh. Museum, Cologne | Rheinisches Bildarchiv | Rheinisches Bildarchiv, Cologne | Rheinisches Bildarchiv, Kölnisches Stadtmuseum | Rheinisches Bilderarchiv, Cologne",frick | zeri,,,Q1487762,,WIKIDATA
,"Paul Egon Schiffers | Schiffers, Karl Paul Egon | Schiffers, Paul Egon",midas,,,Q1488088,,WIKIDATA
,"Butzek, Walter | Walter Butzek",midas,,,Q1489757,,WIKIDATA
,"De'Ferrari, Gabriele Giolito | Dei Ferrari, Gabriele Giolito | Ferrari, Gabriel Giolito de | Gabriel Giolito | Gabriel Giolito de Ferrari | Gabriele Giolito de Ferrari | Gabriele Giolito de' Ferrari | Gabriele Giolito de'Ferrari | Giolito de'Ferrari, Gabriele | Giolito dei Ferrari, Gabriele | Iolitus de Ferrariis, Gabriel",midas,,,Q1490296,,WIKIDATA
,"Bentele, Max | Max Bentele",midas,,,Q14906404,,WIKIDATA
,"Carl Daniel Freydanck | Freydanck, C. | Freydanck, Carl Daniel | Freydank, C. | Freydank, Karl Daniel",midas,,,Q14906693,,WIKIDATA
